GCAM_region_ID,Land_Type,GLU,soil_c,veg_c,mature age
12,Grassland,GLU030,13.01430002,2.220020022,10
12,Grassland,GLU031,10.02258557,3.498609997,10
12,Grassland,GLU033,15.9871628,3.802676191,10
12,Grassland,GLU035,17.03292578,2.196073543,10
12,Grassland,GLU049,12,3.4,10
12,Grassland,GLU054,8.884545001,2.232519914,10.1436421
12,Grassland,GLU055,8.306317666,2.313341305,10.29614438
12,Grassland,GLU075,6,0.785528036,10
12,Shrubland,GLU054,21,9.4,50
12,Shrubland,GLU055,15.00804573,11.09629896,50
12,Shrubland,GLU075,4.275346234,0.785151764,41.18892052
12,Tundra,GLU020,0,0,50
12,Tundra,GLU035,24,1.398807854,50
13,Forest,GLU008,20.02999343,5.477734764,50
13,Forest,GLU012,22.44244563,7.985477868,50
13,Forest,GLU013,23.95736993,7.400037954,50
13,Forest,GLU016,24.28332041,7.538321219,50
13,Forest,GLU017,21.3530329,8.530494154,50
13,Forest,GLU021,17.84909469,11.1784657,50
13,Forest,GLU024,23.67228879,3.495547405,50
13,Forest,GLU026,15.13317673,9.41861593,50
13,Forest,GLU028,16.13925756,12.46721655,50
13,Forest,GLU029,13,11.18339078,50
13,Forest,GLU031,13.00421108,11.03088339,50
13,Forest,GLU032,13.90311782,12.08619168,50
13,Forest,GLU036,8.662842225,9.743920523,50
13,Forest,GLU041,11.02395113,10.09423791,50
13,Forest,GLU044,10.03351767,12.01030987,50
13,Forest,GLU046,8.994580039,12.26848862,50
13,Forest,GLU050,14.34779844,10.3904502,50
13,Forest,GLU054,15.06127191,10.89439963,50
13,Forest,GLU055,10.49070588,8.293860667,50
13,Forest,GLU057,14.57164638,10.32654316,50
13,Forest,GLU059,12.80381586,10.25984939,50
13,Forest,GLU060,12.98767218,9.354221417,50
13,Forest,GLU061,11.87253221,8.457720229,50
13,Forest,GLU062,15.12541956,11.97346558,50
13,Forest,GLU063,9.891364744,6.553564227,49.60215505
13,Forest,GLU064,11.68401501,10.57269401,50
13,Forest,GLU067,7.388435134,3.626053325,44.02266426
13,Forest,GLU069,12.92065851,11.81581166,50
13,Forest,GLU071,6,3.134955755,44.30630379
13,Forest,GLU073,11.34895142,7.744455354,50
13,Forest,GLU074,6.887654471,2.587059772,49.94701857
13,Forest,GLU081,5.944842108,1.1410382,49.17315717
13,Forest,GLU083,6.140083729,2.637680854,50
13,Grassland,GLU001,17,0.8,10
13,Grassland,GLU008,19.11969645,1.891547668,10
13,Grassland,GLU012,20.40644826,5.2035747,10
13,Grassland,GLU013,21,6.799720298,10
13,Grassland,GLU016,27,2.4,10
13,Grassland,GLU017,17,5.807216884,10
13,Grassland,GLU021,17.84076782,3.484504838,10
13,Grassland,GLU024,21.85632678,2.288541944,10
13,Grassland,GLU026,17,2.95810263,10
13,Grassland,GLU028,17.10619554,3.822382444,10
13,Grassland,GLU029,14,4.1,10
13,Grassland,GLU031,13.96924456,3.240814339,10
13,Grassland,GLU032,12.47579359,3.939400886,10
13,Grassland,GLU036,7.684090476,3.086181424,10
13,Grassland,GLU041,10.02036622,3.415937181,10.18979424
13,Grassland,GLU044,9,3.218494426,10
13,Grassland,GLU046,8.016168442,4.674428984,10
13,Grassland,GLU050,10.90920405,2.358177347,10.43128077
13,Grassland,GLU054,13.47040498,4.079133792,10
13,Grassland,GLU055,10.01064726,1.679746498,10.80429279
13,Grassland,GLU057,16.00769705,3.400828418,10
13,Grassland,GLU059,10.9279561,4.423026973,10.34220852
13,Grassland,GLU060,13.29423347,4.046732234,10.60492778
13,Grassland,GLU061,9.901436402,4.023375475,11.33945442
13,Grassland,GLU062,12.99291534,4.0877395,10.09160406
13,Grassland,GLU063,9.905554524,3.646525273,11.22268495
13,Grassland,GLU064,11.01435716,3.602871433,10
13,Grassland,GLU067,7.039632889,1.855130707,10.7530249
13,Grassland,GLU069,11,4.304895519,10
13,Grassland,GLU071,7.306817453,1.063705101,10.6325531
13,Grassland,GLU073,10.26180039,2.367708387,10.34188327
13,Grassland,GLU074,9.487071446,1.70472696,10.39626433
13,Grassland,GLU081,5.813995603,0.651687038,10.68316272
13,Grassland,GLU083,5.992124583,0.695238575,10.14963292
13,Grassland,GLU215,24,0.8,10
13,RockIceDesert,GLU001,8.5,0,50
13,RockIceDesert,GLU012,8.5,0,50
13,RockIceDesert,GLU054,8.5,0,50
13,RockIceDesert,GLU057,8.5,0,50
13,RockIceDesert,GLU061,11,0.2,50
13,RockIceDesert,GLU062,8.5,0,50
13,RockIceDesert,GLU086,13,1.123129199,50
13,Shrubland,GLU001,24,0.950843595,50
13,Shrubland,GLU008,22,4.4,50
13,Shrubland,GLU012,24.18784599,2.011562658,50
13,Shrubland,GLU013,24,4.42768282,50
13,Shrubland,GLU041,12,7.82870229,18
13,Shrubland,GLU050,9,9.476267488,18
13,Shrubland,GLU054,25,6.032648077,50
13,Shrubland,GLU055,10.12842098,6.55381412,22.10947126
13,Shrubland,GLU057,15,0.6,50
13,Shrubland,GLU059,10,9.274277434,18
13,Shrubland,GLU060,12.65520727,8.076258134,18
13,Shrubland,GLU061,11.17118383,10.51542369,18.54640147
13,Shrubland,GLU062,19,7.574584286,50
13,Shrubland,GLU063,9.902783159,9.002172466,18.0147712
13,Shrubland,GLU064,12,8.102806122,18
13,Shrubland,GLU067,6.57818877,5.718280258,22.58138832
13,Shrubland,GLU069,9,8.80815964,18
13,Shrubland,GLU071,8.380510207,7.336567828,18.5079821
13,Shrubland,GLU073,7.528879498,4.615889355,23.47077406
13,Shrubland,GLU074,8.887042794,7.104487292,18.92632362
13,Shrubland,GLU075,13,8.7,18
13,Shrubland,GLU081,6.948367815,6.79670566,18.5507433
13,Shrubland,GLU083,6.862652095,4.967115208,19.46504432
13,Tundra,GLU001,27,0.541683131,50
13,Tundra,GLU008,21.20464234,0.88825716,50
13,Tundra,GLU012,19.00823473,0.997452326,50
13,Tundra,GLU041,18.21174595,0.710587298,50
13,Tundra,GLU050,0,0,50
13,Tundra,GLU054,20.45013218,4.68579494,50
13,Tundra,GLU057,18,6.16544437,50
13,Tundra,GLU061,18,3.1,50
13,Tundra,GLU062,18.64683919,7.943236267,50
13,Tundra,GLU064,0,0,50
13,Tundra,GLU067,11,5.1,50
13,Tundra,GLU073,14.91756718,1.057387396,50
14,Forest,GLU017,23,8.2,50
14,Forest,GLU025,21.96951117,10.7858616,50
14,Forest,GLU030,12.12329448,12.46868436,50
14,Forest,GLU035,15.92071086,11.51272155,50
14,Forest,GLU039,15.04989309,11.32726284,50
14,Forest,GLU047,11.58847337,9.905077175,50
14,Forest,GLU049,12.48580382,9.977515268,50
14,Forest,GLU053,13.640258,9.753211943,50
14,Forest,GLU054,15.51533253,9.568124431,50
14,Grassland,GLU017,20,4.525657819,10
14,Grassland,GLU025,21,3.388947405,10
14,Grassland,GLU030,11.55309851,1.210619703,10
14,Grassland,GLU035,16,1.386862837,10
14,Grassland,GLU039,14.19914126,2.40033009,10.12270638
14,Grassland,GLU047,10.98433901,1.457886613,10.02160565
14,Grassland,GLU049,10.64149643,5.260700915,10.15527161
14,Grassland,GLU053,14.99685257,2.502517515,10.02990063
14,Grassland,GLU054,9.685745938,1.557793659,10.09277039
14,RockIceDesert,GLU039,3.8,0.1,50
14,Shrubland,GLU039,8,0.9,50
14,Shrubland,GLU047,10,0.79981266,50
14,Shrubland,GLU054,16,8.9,50
14,Tundra,GLU030,11.23128007,0.762555471,50
14,Tundra,GLU039,11.75333377,1.253022949,50
15,Forest,GLU054,12.10577502,9.874081049,50
15,Forest,GLU055,14.49845301,9.250613951,50
15,Forest,GLU070,12.04787472,8.007154175,50
15,Forest,GLU072,12.79526341,1.249834438,50
15,Forest,GLU075,8.539333172,3.078133759,50
15,Forest,GLU084,7.145785308,1.947090633,50
15,Grassland,GLU054,9.72149264,2.598317286,10.0483274
15,Grassland,GLU055,11.68079549,1.713044086,10.40689425
15,Grassland,GLU070,10,0.800006079,10.14215215
15,Grassland,GLU072,13,0.801599158,10.28383575
15,Grassland,GLU075,8,0.582433539,10.42807158
15,Grassland,GLU084,12.01476642,0.6,10.09352068
15,RockIceDesert,GLU070,3.8,0.1,50
15,RockIceDesert,GLU075,12,0.134872719,50
15,Shrubland,GLU055,12.88497383,6.538008191,19.4181934
15,Shrubland,GLU070,9,5.401142253,30.22172457
15,Shrubland,GLU072,6.677042802,0.307522698,47.59273671
15,Shrubland,GLU075,8.149298229,3.810520441,27.07415222
15,Shrubland,GLU084,6.339659915,0.433965991,39.13088273
15,Shrubland,GLU099,5,0.2,50
15,Tundra,GLU070,22,0.7,50
15,Tundra,GLU072,12,1.102814532,50
15,Tundra,GLU084,13,0.3,50
16,Forest,GLU008,19.95927757,8.170414779,50
16,Forest,GLU011,15.51422451,5.864910143,50
16,Forest,GLU012,19.01144917,8.706897856,50
16,Forest,GLU032,17.05087561,13.23701578,50
16,Forest,GLU054,16,11.7,50
16,Forest,GLU057,18.39238563,14.29488977,50
16,Forest,GLU062,17.63721795,14.21521869,50
16,Grassland,GLU008,21,5.496539322,10
16,Grassland,GLU011,20,1.6,10
16,Grassland,GLU012,21,5.4,10
16,Grassland,GLU032,16.98186512,4.419948372,10
16,Grassland,GLU054,17,3.364744229,10
16,Grassland,GLU057,18,6.780827674,10
16,Grassland,GLU062,18,3.7,10
16,RockIceDesert,GLU001,8.5,0,50
16,RockIceDesert,GLU008,9.013795227,0.008935569,50
16,RockIceDesert,GLU011,8.700006051,0.001081114,50
16,RockIceDesert,GLU012,8.5,0,50
16,RockIceDesert,GLU032,8.5,0,50
16,RockIceDesert,GLU054,0,0,35
16,RockIceDesert,GLU057,8.5,0,50
16,RockIceDesert,GLU062,8.5,0,50
16,Shrubland,GLU001,25,0.9,50
16,Shrubland,GLU008,21,1.4,50
16,Shrubland,GLU011,32,1.370864376,50
16,Shrubland,GLU012,28,1.545847499,50
16,Shrubland,GLU062,15,0.6,50
16,Tundra,GLU001,28,0.9,50
16,Tundra,GLU008,20,1.1,50
16,Tundra,GLU011,21,1.495074134,50
16,Tundra,GLU012,19,0.74602243,50
16,Tundra,GLU032,18,4.7,50
16,Tundra,GLU054,18,1.794505559,50
16,Tundra,GLU057,20,5.600693612,50
16,Tundra,GLU062,21,5.887077124,50
17,Forest,GLU089,15.73492386,8.960696824,49.92453058
17,Forest,GLU107,6,0.702073668,35.04632071
17,Forest,GLU110,8.812979927,6.533304546,36.95712785
17,Forest,GLU113,6.033500225,0.793299955,35.16750113
17,Forest,GLU116,9.420509167,9.157311166,37.2556498
17,Forest,GLU117,6.980193205,0.83565223,35.09903397
17,Forest,GLU118,7.29151524,3.279006199,36.4575762
17,Forest,GLU120,8.127081088,5.634985773,35.63540544
17,Forest,GLU122,8.036092523,5.208277568,35.18046261
17,Forest,GLU123,7.09120936,2.623393509,35.25848277
17,Forest,GLU128,8,5.062911919,35.37010163
17,Forest,GLU129,10.00774218,6.060997149,38.80763837
17,Forest,GLU137,13.32736833,10.01340005,36.9313503
17,Forest,GLU140,7.405485346,1.887856823,36.01371337
17,Forest,GLU141,12,8.3,40
17,Forest,GLU145,7.836680809,4.34568067,37.09170202
17,Forest,GLU147,7,2.414333727,35.35834317
17,Forest,GLU153,9.066039748,5.02182547,37.66509937
17,Forest,GLU155,12.27351272,6.791715473,39.20405455
17,Forest,GLU235,7.028514819,4.924381102,35.03564352
17,Grassland,GLU089,15.72130063,2.734181075,10.75646971
17,Grassland,GLU107,6.661275593,0.606698882,16.43576373
17,Grassland,GLU110,10.69817052,2.478311388,14.94695204
17,Grassland,GLU113,6,0.517352252,17.79176243
17,Grassland,GLU116,13,0.7,10
17,Grassland,GLU117,7,3.676270242,17.70655947
17,Grassland,GLU118,6.696380692,0.390985862,15.76876685
17,Grassland,GLU120,7.508848042,2.12891787,19.66811279
17,Grassland,GLU122,8.224031206,3.453031728,21.62829645
17,Grassland,GLU123,8.323550572,3.026743971,22.57373043
17,Grassland,GLU128,8.44719121,2.739930858,18.49663299
17,Grassland,GLU129,11.59564252,3.75738551,17.68279217
17,Grassland,GLU137,11.90019017,8.347813365,10.75855474
17,Grassland,GLU140,7.970730017,1.134912901,19.22193516
17,Grassland,GLU141,9,8.998151539,10
17,Grassland,GLU145,11.8269671,1.356227066,10.65752503
17,Grassland,GLU147,8.290888949,4.861800054,15.52689004
17,Grassland,GLU153,7.239915893,0.637730497,14.55840197
17,Grassland,GLU155,13.03470443,5.62918347,10.65938416
17,Grassland,GLU235,8,4.757978245,22.14067255
17,RockIceDesert,GLU089,12.81232062,0.074878921,50
17,RockIceDesert,GLU107,4,0.4,50
17,RockIceDesert,GLU110,11.10368888,0.099188148,50
17,RockIceDesert,GLU113,0,0,35
17,RockIceDesert,GLU145,10,0.1,50
17,RockIceDesert,GLU155,14,0.2,50
17,Shrubland,GLU089,13.8535375,5.532442633,40.82830003
17,Shrubland,GLU107,5.120368553,0.498178662,48.07410315
17,Shrubland,GLU110,13.33748058,4.105965419,35.34992234
17,Shrubland,GLU113,8,0.454211211,50
17,Shrubland,GLU117,6.965515366,3.688789774,34.27587707
17,Shrubland,GLU120,7.224025802,2.314608999,42.83117432
17,Shrubland,GLU122,8.542985967,0.948563757,40.25036729
17,Shrubland,GLU123,5.238722907,1.4374864,25.63913301
17,Shrubland,GLU128,10,7.500008183,18
17,Shrubland,GLU129,9.425214044,7.242731713,20.72136988
17,Shrubland,GLU140,7.052655528,0.509446489,33.15530797
17,Shrubland,GLU145,11.34747894,1.652058204,25.65138044
17,Shrubland,GLU147,5.844480474,0.397129142,22.97662484
17,Shrubland,GLU153,19.78713394,7.813079694,18.56764281
17,Shrubland,GLU155,8.957442905,7.303755762,18.45394234
17,Shrubland,GLU235,9,0.658344038,50
17,Tundra,GLU089,25,0.374278719,50
17,Tundra,GLU110,19,4.399629474,50
18,Forest,GLU158,18,17.4,40
18,Forest,GLU159,28,16.69999281,40
18,Forest,GLU163,31.99939065,14.39943636,39.99961916
18,Forest,GLU164,19,15.1,40
18,Forest,GLU165,32,18.11245932,40
18,Forest,GLU167,23,20.19332712,40
18,Forest,GLU175,14.9795206,11.28771234,39.98293384
18,Forest,GLU178,19,18.7,40
18,Forest,GLU181,22,22,40
18,Grassland,GLU158,16.75099671,3.791699086,11.39391972
18,Grassland,GLU159,33,5.9,10
18,Grassland,GLU163,32.92898366,8.257638363,20.17465527
18,Grassland,GLU164,15.8742103,6.939197793,15.93499929
18,Grassland,GLU165,42.98657043,6.30407909,10.03189523
18,Grassland,GLU167,28.11161959,14.41918147,14.57326898
18,Grassland,GLU175,14.98641489,3.198270986,10.04693038
18,Grassland,GLU178,19.17660277,14.4358036,11.48995689
19,Forest,GLU051,18.4361675,10.18610392,47.3599128
19,Forest,GLU103,11.99807594,9.841797992,50
19,Grassland,GLU051,16.37397668,3.540363923,11.18425948
19,Shrubland,GLU051,20.95613156,13.39235369,18.140379
19,Shrubland,GLU103,7.5,1.9,18
19,Tundra,GLU051,22,5.598457792,50
20,Forest,GLU091,4.410488715,3.056773704,43.84266927
20,Forest,GLU096,7.126330591,5.226100548,42.06182279
20,Forest,GLU105,10.07673196,4.37479199,45.16560777
20,Forest,GLU111,14.99753591,8.28201216,39.98767956
20,Forest,GLU114,7.127506338,4.674599809,49.88999276
20,Forest,GLU115,7.833385102,5.901222335,40.63381175
20,Forest,GLU130,11.18814401,4.584345645,41.1094481
20,Forest,GLU131,7.649515953,4.543838075,44.63536313
20,Forest,GLU132,9.271972406,4.423512463,46.51501163
20,Forest,GLU133,11.96159476,8.418586694,39.98672064
20,Forest,GLU134,8.334921309,3.791830149,37.78702134
20,Forest,GLU135,9.946390137,8.041029151,39.91065023
20,Forest,GLU136,9.477299229,6.008218692,37.7370142
20,Forest,GLU217,3.900013332,1.919655157,50
20,Forest,GLU221,4.230018083,0.73801085,46.54972875
20,Forest,GLU231,7.071419715,4.508038796,49.93082942
20,Grassland,GLU091,2.589260119,0.686961285,10
20,Grassland,GLU096,5.061755308,0.698217298,10.29333772
20,Grassland,GLU105,10,3.066397894,19.75692111
20,Grassland,GLU111,14,3.601150955,10
20,Grassland,GLU114,6,0.58501856,10.32377233
20,Grassland,GLU115,6.861615728,2.456030668,12.62930118
20,Grassland,GLU130,9.292475774,2.486343865,23.44296029
20,Grassland,GLU131,6.554550544,0.954888249,20.53646033
20,Grassland,GLU132,8.164154346,1.167453538,13.11893258
20,Grassland,GLU133,9.759199283,3.532216625,21.78760681
20,Grassland,GLU134,8,2.009228108,26.26036338
20,Grassland,GLU135,0,0,35
20,Grassland,GLU136,10.32603899,2.761453435,13.09737044
20,Grassland,GLU217,0,0,35
20,Grassland,GLU221,3.488979864,0.559868649,10
20,Grassland,GLU231,6.013649906,1.793106065,10.25934821
20,RockIceDesert,GLU091,2,0.134395321,50
20,RockIceDesert,GLU221,2,0.2,50
20,Shrubland,GLU091,2.165100917,0.947636771,48.23892355
20,Shrubland,GLU096,4.688178121,0.675271248,27.97830012
20,Shrubland,GLU105,8.044280455,4.901791748,19.41697456
20,Shrubland,GLU111,15,3.276494615,18
20,Shrubland,GLU114,5.203863833,0.503764219,43.47635733
20,Shrubland,GLU115,9,8.104345519,18
20,Shrubland,GLU130,11.0875678,7.196596405,19.40108481
20,Shrubland,GLU131,6.944998558,3.057226414,18.58668205
20,Shrubland,GLU132,7.90010907,4.750018879,21.19650975
20,Shrubland,GLU133,9.789620997,6.296072313,18
20,Shrubland,GLU134,8.944968525,6.35075858,19.7610072
20,Shrubland,GLU136,9.921552632,6.068580265,19.25515788
20,Shrubland,GLU217,4.861787605,2.657556317,30.14093221
20,Shrubland,GLU221,2.458342108,0.446633473,42.66652628
20,Shrubland,GLU231,5.31091635,0.626307452,40.05067681
20,Tundra,GLU111,9,0.9,50
20,Tundra,GLU134,7,0.5,50
21,Forest,GLU052,10,6.919392087,50
21,Forest,GLU072,12.7621451,7.037076738,50
21,Forest,GLU082,0,0,35
21,Forest,GLU084,6.105975115,0.626845641,50
21,Forest,GLU093,0,0,35
21,Forest,GLU094,0,0,35
21,Grassland,GLU052,6.995987438,0.441254898,10.07623869
21,Grassland,GLU072,8.075909761,0.429085728,10.24038091
21,Grassland,GLU075,6.242555337,1.805067083,10.92112391
21,Grassland,GLU082,5,0.4999149,10.01619544
21,Grassland,GLU084,6.052655581,0.504782321,10.12430773
21,Grassland,GLU088,4.001239009,0.395610157,10.01177059
21,Grassland,GLU090,2,0.8,10
21,Grassland,GLU093,4.004750415,0.500237575,10.02304545
21,Grassland,GLU094,3.829350144,0.624062211,10
21,Grassland,GLU095,5.83709955,0.571824009,10.51116293
21,Grassland,GLU097,3.594469804,0.7,10
21,Grassland,GLU098,0,0,35
21,Grassland,GLU099,3.805512564,0.654466757,10.1045679
21,Grassland,GLU102,2,0.894606225,10
21,Grassland,GLU104,2.283230605,0.7,10
21,RockIceDesert,GLU052,2,0.2,50
21,RockIceDesert,GLU072,5,0.2,50
21,RockIceDesert,GLU075,3.227910217,0.877360434,50
21,RockIceDesert,GLU082,2,0.2,50
21,RockIceDesert,GLU084,1.971469805,0.2,50
21,RockIceDesert,GLU088,2,0.2,50
21,RockIceDesert,GLU090,1,0.2,50
21,RockIceDesert,GLU093,1.917254278,0.2,50
21,RockIceDesert,GLU094,1.092368625,0.199998151,50
21,RockIceDesert,GLU095,2.040237683,0.202011884,50
21,RockIceDesert,GLU097,1,0.2,50
21,RockIceDesert,GLU098,1.800213968,0.2,50
21,RockIceDesert,GLU099,1.065043986,0.2,50
21,RockIceDesert,GLU102,2,0.2,50
21,RockIceDesert,GLU104,2,0.2,50
21,Shrubland,GLU052,3.034030832,0.437265396,48.91159178
21,Shrubland,GLU072,11.1300637,0.775613237,37.98526923
21,Shrubland,GLU075,5.018959682,0.961148987,44.63934207
21,Shrubland,GLU082,3,0.403341787,50
21,Shrubland,GLU084,3.839040745,0.662725633,49.33245259
21,Shrubland,GLU088,3,0.305087359,50
21,Shrubland,GLU090,2,0.739016503,50
21,Shrubland,GLU093,3.897463489,0.415826065,49.92595302
21,Shrubland,GLU094,3.295611079,0.981523297,50
21,Shrubland,GLU095,3.446194509,0.726645663,47.5648198
21,Shrubland,GLU097,2,0.353229646,50
21,Shrubland,GLU098,2,0.693555704,50
21,Shrubland,GLU099,2.574534315,0.796862822,49.91806344
21,Shrubland,GLU100,7,0.416672404,50
21,Shrubland,GLU102,2,1.1,50
21,Shrubland,GLU104,2,1.1,50
21,Tundra,GLU072,11,0.2,50
21,Tundra,GLU084,6,0.1,50
22,Forest,GLU089,8.548213847,4.037346122,36.597206
22,Grassland,GLU085,0,0,35
22,Grassland,GLU089,13.32867178,1.644602635,14.5364623
22,Grassland,GLU104,2,0.8,10
22,RockIceDesert,GLU058,8.5,0,50
22,RockIceDesert,GLU085,8.5,0,50
22,RockIceDesert,GLU089,5.629148737,0.191390678,50
22,RockIceDesert,GLU097,2,0.1,50
22,RockIceDesert,GLU102,1,0.2,50
22,RockIceDesert,GLU104,2,0.2,50
22,RockIceDesert,GLU107,2,0.2,50
22,Shrubland,GLU089,6.87347949,0.534065854,45.95134367
22,Shrubland,GLU097,4,0.3,50
22,Shrubland,GLU102,3,0.2,50
22,Shrubland,GLU104,3,0.389431641,50
22,Shrubland,GLU107,4.266665493,0.446123323,41.46670423
22,Tundra,GLU085,2,0.2,50
22,Tundra,GLU089,17,1,50
23,Forest,GLU003,23.96807796,1.019038115,50
23,Forest,GLU004,24.69468362,6.830576176,50
23,Forest,GLU005,47.60023197,5.473894425,50
23,Forest,GLU006,24.98198255,5.216196246,50
23,Forest,GLU008,24.94446214,5.911199379,50
23,Forest,GLU009,31.08127945,7.904768191,50
23,Forest,GLU013,22,7.320605228,50
23,Forest,GLU014,19.95754302,9.021129351,50
23,Forest,GLU017,23,9.198777616,50
23,Forest,GLU018,18.98877066,9.380255493,50
23,Forest,GLU020,23.09720262,9.298843113,50
23,Forest,GLU022,22.00701139,9.016850116,50
23,Forest,GLU025,22.99088554,9.194370288,50
23,Forest,GLU033,20.56602203,10.06152242,50
23,Forest,GLU035,17,10.00068972,50
23,Forest,GLU037,18.65288416,8.963297928,50
23,Forest,GLU038,15.07810381,7.92599819,50
23,Forest,GLU039,18.55082459,9.764460276,50
23,Forest,GLU042,20.96716452,6.602987144,50
23,Forest,GLU043,21.73150607,7.574599843,50
23,Forest,GLU045,12.94512032,9.190450875,50
23,Forest,GLU047,15.68951299,12.38554322,50
23,Forest,GLU048,25.70769487,7.670962395,50
23,Forest,GLU053,17.00140271,9.699613118,50
23,Forest,GLU056,35.27167267,8.2251135,50
23,Forest,GLU070,0,0,35
23,Forest,GLU072,11.90618762,8.101197605,50
23,Forest,GLU076,0,0,35
23,Grassland,GLU003,25,2.8,10
23,Grassland,GLU004,28.98891927,2.897997877,10.21053378
23,Grassland,GLU005,42.98468803,2.009708417,10.07273185
23,Grassland,GLU006,27.93017748,2.798132016,10.18951826
23,Grassland,GLU008,23,1.7,10
23,Grassland,GLU009,38,2.496275266,10
23,Grassland,GLU013,19.3460962,6.411486577,10
23,Grassland,GLU014,20,3.575890912,10
23,Grassland,GLU017,22,4.800012648,10
23,Grassland,GLU018,17.00454908,2.684724303,10.08643252
23,Grassland,GLU020,22,6.3,10
23,Grassland,GLU022,23,3.799955323,10
23,Grassland,GLU025,22,3.000006697,10
23,Grassland,GLU033,17,3.1,10
23,Grassland,GLU035,17,3.302071639,10
23,Grassland,GLU037,19.96123406,3.687649737,10.36827642
23,Grassland,GLU038,14.01169582,2.22207642,10.0740735
23,Grassland,GLU039,17.99527497,3.328055116,10.08977563
23,Grassland,GLU042,20.94818996,0.762834306,10.32813028
23,Grassland,GLU043,21,3.088857945,10.23894226
23,Grassland,GLU045,10.95393682,0.798424307,10.29173345
23,Grassland,GLU047,13.02210694,2.211176287,10.02333511
23,Grassland,GLU048,25.96641508,2.999881083,10.09115906
23,Grassland,GLU053,16.01696393,2.705702324,10.08057865
23,Grassland,GLU056,28.96922572,3.499230643,10.14617784
23,Grassland,GLU070,20,1.572955758,10
23,Grassland,GLU072,17,0.9,10
23,Grassland,GLU076,21,0.5,10
23,RockIceDesert,GLU001,8.5,0,50
23,RockIceDesert,GLU003,8.5,0,50
23,RockIceDesert,GLU004,8.595259358,0.001154659,50
23,RockIceDesert,GLU005,8.5,0,50
23,RockIceDesert,GLU006,8.5,0,50
23,RockIceDesert,GLU009,6.943828194,0.033110038,50
23,RockIceDesert,GLU018,3.8,0.1,50
23,RockIceDesert,GLU042,10,0.3,50
23,RockIceDesert,GLU045,19,1.84886835,50
23,RockIceDesert,GLU047,0,0,35
23,RockIceDesert,GLU048,8.5,0,50
23,RockIceDesert,GLU056,8.5,0,50
23,RockIceDesert,GLU070,0,0,35
23,Shrubland,GLU001,27,0.5,50
23,Shrubland,GLU003,28,1.108386592,50
23,Shrubland,GLU004,28,1.111973549,50
23,Shrubland,GLU005,43,1.599998626,50
23,Shrubland,GLU006,26,2.79835395,50
23,Shrubland,GLU008,25,2.3,50
23,Shrubland,GLU009,37,2.294503162,50
23,Shrubland,GLU013,21,2,50
23,Shrubland,GLU014,24,4.2,50
23,Shrubland,GLU018,16,3.663476374,50
23,Shrubland,GLU037,20,3.300601369,50
23,Shrubland,GLU038,18,2.799765954,50
23,Shrubland,GLU042,23,2.678820836,50
23,Shrubland,GLU043,21,3.096765346,50
23,Shrubland,GLU045,33,4.935047031,50
23,Shrubland,GLU047,21,1.5,50
23,Shrubland,GLU048,25,3.4,50
23,Shrubland,GLU053,10,2.4,50
23,Shrubland,GLU056,35,2.953074338,50
23,Shrubland,GLU070,20,1.6,50
23,Shrubland,GLU072,0,0,35
23,Shrubland,GLU076,34,2.084609445,50
23,Tundra,GLU001,27,0.5,50
23,Tundra,GLU003,30,1.000002887,50
23,Tundra,GLU004,30,1.3,50
23,Tundra,GLU005,46,1.299983091,50
23,Tundra,GLU006,29,1.6,50
23,Tundra,GLU008,21,1.8,50
23,Tundra,GLU009,36,2.2,50
23,Tundra,GLU017,29,8.3,50
23,Tundra,GLU018,29,4.7,50
23,Tundra,GLU020,24,1.4,50
23,Tundra,GLU035,15,0.8,50
23,Tundra,GLU042,21,1.7,50
23,Tundra,GLU043,23,3.931862495,50
23,Tundra,GLU045,17,6.406304424,50
23,Tundra,GLU047,17,2.595709546,50
23,Tundra,GLU048,27,2,50
23,Tundra,GLU056,28,2.9,50
23,Tundra,GLU070,19,8.185295346,50
23,Tundra,GLU072,15,0.1,50
24,Forest,GLU194,3,2.2,40
24,Forest,GLU198,9.806153854,6.658210993,39.85726031
24,Forest,GLU199,8.684987208,6.845147265,39.21246802
24,Forest,GLU204,10.91503774,8.63363654,36.14379717
24,Grassland,GLU194,4.364144638,1.572828928,16.91874813
24,Grassland,GLU198,7,3.071253595,21.75558872
24,Grassland,GLU199,5,3.323012596,27.473624
24,Grassland,GLU204,6.089415294,2.595529235,10.42472265
24,RockIceDesert,GLU194,6,3.008106559,50
24,RockIceDesert,GLU196,1,0.2,50
24,RockIceDesert,GLU198,8,0.166972443,50
24,RockIceDesert,GLU204,4,0.399921591,50
24,Shrubland,GLU194,2.153873838,1.288900682,49.01520743
24,Shrubland,GLU198,6.633801859,4.951642107,32.57278017
24,Shrubland,GLU199,3,2.9,50
24,Shrubland,GLU204,5.413128689,3.224518299,38.69497049
25,Forest,GLU143,12.09228116,10.62432184,39.90771884
25,Forest,GLU156,12.96735944,16.04504996,39.97279953
25,Forest,GLU161,9.403072033,18.36437731,40
25,Forest,GLU166,22,11.7,40
25,Forest,GLU168,11.73893077,16.16109584,39.97471758
25,Grassland,GLU143,8.198440733,6.194382472,25.22962608
25,Grassland,GLU156,8.543235594,5.104028564,27.04523491
25,Grassland,GLU161,10.10761104,6.192477671,19.4095313
25,Grassland,GLU166,19,9.050027852,29
